Date,Issuer,Symbol,Lead/Joint-Lead Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng,$ Chg Opening,$ Chg Close,Star Ratings,Performed,$ Chg Open to Close,% Chg Open to Close
2006-04-06,Omega Navigation Enterprises ,ONAV,Jefferies/JPMorgan,17.0,17.0,16.0,-5.88,0.0,-1.0,1,,-1.0,-5.88235294117647
2006-04-06,Sealy ,ZZ,Citigroup/Goldman Sachs/JP Morgan/Banc of America,16.0,17.5,17.5,9.38,1.5,1.5,2,,0.0,0.0
2006-04-11,Asia Automotive Acquisition,AAACU,Rodman & Renshaw,8.0,8.7,9.4,17.5,0.7,1.4,1,,0.7,8.045977011494253
2006-04-11,JK Acquisition ,JKA.U,Ferris Baker Watts,6.0,6.0,6.06,1.0,0.0,0.06,1,,0.06,1.0
2006-04-11,Targacept ,TRGT,Deutsche Bank/Pacific Growth Equities ,9.0,9.0,8.66,-3.78,0.0,-0.34,1,,-0.34,-3.7777777777777777
2006-04-11,Vanda Pharmaceuticals ,VNDA,JPMorgan/Banc of America,10.0,9.55,9.68,-3.2,-0.45,-0.32,1,,0.13,1.3612565445026177
2006-04-12,Healthcare Acquisition Partners,HAQPU,FTN Midwest Securities,6.0,6.1,6.1,1.67,0.1,0.1,1,,0.0,0.0
2006-04-18,Global Services Partners Acquisitions ,GSPAU,HCFP/Brenner Securities,8.5,9.55,9.51,11.88,1.05,1.01,1,,-0.040000000000000036,-0.41884816753926735
2006-04-18,Global Services Partners Acquisitions ,GSPBU,HCFP/Brenner Securities,10.1,10.8,10.6,4.95,0.7,0.5,1,,-0.19999999999999996,-1.8518518518518514
2006-04-18,Terra Nova Acquisition,TNVAU,EarlyBird Capital,6.0,6.09,6.22,3.67,0.09,0.22,1,,0.13,2.134646962233169
2006-04-20,Omrix Biophamaceuticals ,OMRI,UBS Investment Bank,10.0,9.91,10.03,0.3,-0.09,0.03,1,,0.12,1.2108980827447022
2006-04-20,Complete Production Services ,CPX,Credit Suisse /UBS Investment Bank,24.0,27.45,26.9,12.08,3.45,2.9,3,,-0.5500000000000003,-2.0036429872495454
2006-04-25,Shanghai Century Acquisition ,SHA.U,I-Bankers/WR Hambrecht+Co,8.0,8.65,8.65,8.13,0.65,0.65,1,,0.0,0.0
2006-04-25,Corel ,CREL,Morgan Stanley,16.0,15.36,15.85,-0.94,-0.64,-0.15,1,,0.49,3.1901041666666665
2006-04-26,Harbor Acquisition ,HAC.U,Ferris Baker Watts/Brean Murray,6.0,8.65,6.23,3.83,2.65,0.23,1,,-2.42,-27.97687861271676
2006-04-27,CPI International ,CPII,UBS Investment Bank/Bear Stearns,18.0,19.1,18.0,0.0,1.1,0.0,2,,-1.1,-5.7591623036649215
2006-04-27,RAM Holdings ,RAMR,Banc of America/Merrill Lynch,13.0,12.99,13.2,1.54,-0.01,0.2,1,,0.21000000000000002,1.6166281755196306
2006-05-03,Delek US Holdings ,DK,Lehman Brothers/Citigroup,16.0,16.11,16.25,1.56,0.11,0.25,2,Missed,0.14,0.8690254500310367
2006-05-03,DynCorp International ,DCP,Credit Suisse/Goldman Sachs,15.0,15.0,14.94,-0.4,0.0,-0.06,2,Missed,-0.06,-0.4
2006-05-04,Northstar Neuroscience,NSTR,Citigroup/Cowen,15.0,16.08,16.6,10.67,1.08,1.6,1,Missed,0.52,3.233830845771145
2006-05-09,"Alliance Holdings GP, L.P. ",AHGP,Lehman Brothers/Citigroup,25.0,25.9,25.0,0.0,0.9,0.0,2,,-0.9,-3.474903474903475
2006-05-09,Novacea ,NOVC,Bear Stearns/Cowen,6.5,6.5,6.5,0.0,0.0,0.0,1,,0.0,0.0
2006-05-10,Compass Group Diversified Holdings,CODI,Ferris Baker Watts,15.0,14.55,15.03,0.2,-0.45,0.03,1,,0.48,3.298969072164948
2006-05-11,Ascend Acquisiton ,ASAQU,EarlyBirdCapital,6.0,6.1,6.21,3.5,0.1,0.21,1,,0.10999999999999999,1.80327868852459
2006-05-11,BioMimetic Therapeutics ,BMTI,Deutsche Bank/Pacific Growth Equities,8.0,7.95,8.25,3.13,-0.05,0.25,1,,0.3,3.7735849056603774
2006-05-11,Basin Water ,BWTR,Janney Montgomery Scott,12.0,15.7,16.99,41.58,3.7,4.99,3,,1.29,8.21656050955414
2006-05-16,Restore Medical ,REST,Deutsche Bank,8.0,8.01,8.19,2.37,0.01,0.19,1,,0.18,2.247191011235955
2006-05-16,Penson Worldwide ,PNSN,JPMorgan/Credit Suisse First Boston,17.0,19.13,19.5,14.71,2.13,2.5,2,,0.3700000000000001,1.9341348667015166
2006-05-17,Burger King Holdings ,BKC,JPMorgan,17.0,18.0,17.5,2.94,1.0,0.5,2,,-0.5,-2.7777777777777777
2006-05-18,Darwin Professional Underwriters ,DR,Merrill Lynch/Credit Suisse,16.0,17.1,18.73,17.06,1.1,2.73,2,,1.63,9.532163742690058
2006-05-23,Vonage Holdings ,VG,Citigroup/Deutsche Bank/UBS Investment Bank,17.0,17.0,14.85,-12.65,0.0,-2.15,2,Missed,-2.15,-12.647058823529411
2006-05-24,MasterCard ,MA,Goldman Sachs/Citigroup/HSBC/JPMorgan,39.0,40.3,46.0,17.95,1.3,7.0,1,Missed,5.7,14.1439205955335
2006-05-25,Mueller Water Products ,MWA,Banc of America/Morgan Stanley/Lehman Brothers,16.0,16.5,16.75,4.69,0.5,0.75,3,Missed,0.25,1.5151515151515151
2006-05-31,CTC Media ,CTCM,Deutsche Bank,14.0,14.75,17.0,21.43,0.75,3.0,2,,2.25,15.254237288135593
2006-06-01,HD Partners Acquisition ,HDP-U,Morgan Joseph,8.0,8.05,8.01,0.12,0.05,0.01,1,,-0.04,-0.49689440993788814
2006-06-01,Alphatec Holdings ,ATEC,Deutsche Bank/First Albany,9.0,9.0,8.98,-0.22,0.0,-0.02,1,,-0.02,-0.2222222222222222
2006-06-01,Town Sports International Holdings ,CLUB,Credit Suisse/Deutsche Bank,13.0,13.0,13.25,1.92,0.0,0.25,1,,0.25,1.9230769230769231
2006-06-02,Luna Innovations ,LUNA,ThinkEquity Partners,6.0,6.0,6.0,0.0,0.0,0.0,1,,0.0,0.0
2006-06-05,Community Bankers Acquisition ,BTC.U,I-Bankers/Maxim Group,8.0,7.9,7.85,-1.88,-0.1,-0.15,1,,-0.04999999999999999,-0.6329113924050631
2006-06-06,LoopNet ,LOOP,Credit Suisse,12.0,14.75,15.0,25.0,2.75,3.0,3,,0.25,1.694915254237288
2006-06-12,Verigy Ltd. ,VRGY,Goldman Sachs/Credit Suisse,15.0,15.05,14.25,-5.0,0.05,-0.75,1,,-0.8,-5.3156146179401995
2006-06-13,VeraSun Energy ,VSE,Morgan Stanley/Lehman Brothers,23.0,28.0,30.0,30.43,5.0,7.0,4,,2.0,7.142857142857142
2006-06-14,Volcano ,VOLC,JPMorgan/Piper Jaffray,8.0,8.0,9.18,14.75,0.0,1.18,1,,1.18,14.75
2006-06-14,Golfsmith International Holdings ,GOLF,Merrill Lynch/JPMorgan,11.5,11.61,11.1,-3.48,0.11,-0.4,1,,-0.51,-4.392764857881137
2006-06-14,Synchronoss Technologies ,SNCR,Goldman Sachs/Deutsche Bank,8.0,9.0,8.85,10.63,1.0,0.85,1,,-0.15000000000000002,-1.666666666666667
2006-06-14,Houston Wire & Cable ,HWCC,William Blair/Robert W. Baird,13.0,16.0,15.21,17.0,3.0,2.21,2,,-0.79,-4.9375
2006-06-20,Techwell ,TWLL,Lehman Brothers/Cowen,9.0,9.0,8.75,-2.78,0.0,-0.25,1,,-0.25,-2.7777777777777777
2006-06-22,Home BancShares,HOMB,Stephens,18.0,21.18,20.0,11.11,3.18,2.0,2,,-1.1800000000000002,-5.571293673276677
2006-06-27,Omniture ,OMTR,Morgan Stanley/Creidt Suisse,6.5,6.5,6.53,0.46,0.0,0.03,1,,0.03,0.4615384615384615
2006-06-27,PGT ,PGTI,Deutsche Bank/JPMorgan,14.0,14.5,15.5,10.71,0.5,1.5,2,,1.0,6.896551724137931
2006-06-27,Replidyne ,RDYN,Merril Lynch/Morgan Stanley,10.0,10.0,10.25,2.5,0.0,0.25,1,,0.25,2.5
2006-06-27,J. Crew Group ,JCG,Goldman Sachs/Bear Stearns,20.0,25.05,25.55,27.75,5.05,5.55,3,,0.5,1.996007984031936
2006-06-28,Aventine Renewable Energy Holdings ,AVR,Banc of America/Friedman Billings Ramsey/Goldman Sachs,43.0,41.75,38.37,-10.77,-1.25,-4.63,3,Missed,-3.38,-8.095808383233532
2006-06-29,Gmarket ,GMKT,Goldman Sachs In't/Cowen,15.25,19.1,15.1,-0.98,3.85,-0.15,2,,-4.0,-20.942408376963346
2006-07-11,Allied World Assurance Holdings ,AWH,Goldman Sachs,34.0,34.75,34.25,0.74,0.75,0.25,2,,-0.5,-1.4388489208633095
2006-07-12,Cowen Group ,COWN,Cowen/Credit Suisse/Merrill Lynch,16.0,16.0,15.88,-0.75,0.0,-0.12,1,,-0.12,-0.75
2006-07-13,"Valero GP Holdings, LLC ",VEH,Lehman Brothers,22.0,22.0,22.0,0.0,0.0,0.0,2,Missed,0.0,0.0
2006-07-18,Energy Infrastructure Acquisition,EII-U,Maxim Group,10.0,10.0,9.8,-2.0,0.0,-0.2,1,,-0.2,-2.0
2006-07-19,Millenium India Acquisition ,MQC-U,Ladenburg Thalmann,8.0,7.5,7.71,-3.63,-0.5,-0.29,1,,0.21000000000000002,2.8000000000000003
2006-07-20,"Atlas Pipeline Holdings, L.P. ",AHD,Lehman Brothers,23.0,23.0,23.0,0.0,0.0,0.0,1,,0.0,0.0
2006-07-25,WNS (Holdings) Limited ,WNS,Morgan Stanley/Deutsche Bank/Merrill Lynch,20.0,21.1,24.5,22.5,1.1,4.5,3,,3.4,16.113744075829384
2006-07-25,Chart Industries ,GTLS,Morgan Stanley/Lehman Brothers/UBS Investment Bank,15.0,15.0,15.2,1.33,0.0,0.2,1,,0.2,1.3333333333333335
2006-07-27,Crystal River Capital ,CRZ,Deutsche Bank/Wachovia Securities,23.0,22.65,22.46,-2.35,-0.35,-0.54,1,,-0.19000000000000006,-0.8388520971302431
2006-07-27,GeoMet ,GMET,Banc of America Securities,10.0,10.75,10.97,9.7,0.75,0.97,1,,0.21999999999999997,2.0465116279069764
2006-08-01,Security Capital Assurance Ltd. ,SCA,Goldman Sachs/JPMorgan/Merrill Lynch,20.5,20.9,20.5,0.0,0.4,0.0,1,,-0.4,-1.9138755980861246
2006-08-03,Osiris Therapeutics,OSIR,Jefferies,11.0,11.0,11.0,0.0,0.0,0.0,2,Missed,0.0,0.0
2006-08-03,Buckeye GP Holdings L.P. ,BGH,Goldman Sachs/Merrill Lynch/Citigroup/UBS Investment Bank,17.0,16.75,16.23,-4.53,-0.25,-0.77,1,,-0.52,-3.1044776119402986
2006-08-07,Aircastle ,AYR,JPMorgan/Bear Stearns/Citibank,23.0,27.45,26.66,15.91,4.45,3.66,2,,-0.79,-2.8779599271402554
2006-08-08,Qimonda AG ,QI,Credit Suisse/JPMorgan,13.0,13.5,13.54,4.15,0.5,0.54,1,,0.040000000000000036,0.29629629629629656
2006-08-10,Evercore Partners ,EVR,Lehman Brothers,21.0,25.0,24.85,18.33,4.0,3.85,3,,-0.1499999999999999,-0.5999999999999996
2006-08-15,InnerWorkings ,INWK,Morgan Stanley,9.0,10.25,10.45,16.11,1.25,1.45,1,,0.19999999999999996,1.9512195121951217
2006-08-24,Marathon Acquisition ,MAQ-U,Citigroup,8.0,8.0,8.0,0.0,0.0,0.0,1,,0.0,0.0
2006-08-30,Energy Services Acquisition ,ESA-U,Ferris Baker Watts,6.0,5.6,5.77,-3.83,-0.4,-0.23,1,,0.17,3.035714285714286
2006-09-06,New Oriental Education & Technology Group ,EDU,Credit Suisse/Goldman Sachs (Asia),15.0,22.0,20.88,39.2,7.0,5.88,2,,-1.12,-5.090909090909091
2006-09-19,"Hiland Holdings GP, LP",HPGP,Lehman Brothers/AG Edwards,18.5,19.0,19.25,4.05,0.5,0.75,1,,0.25,1.3157894736842104
2006-09-20,Warner Chilcott Holdings ,WCRX,Goldman Sachs,15.0,14.75,14.95,-0.33,-0.25,-0.05,1,,0.2,1.3559322033898307
2006-09-20,Home Diagnostics ,HDIX,JPMorgan,12.0,12.0,12.61,5.08,0.0,0.61,1,,0.61,5.083333333333333
2006-09-20,Riverbed Technology ,RVBD,Goldman Sachs,9.75,14.6,15.3,56.92,4.85,5.55,3,,0.7000000000000002,4.794520547945207
2006-09-21,Porter Bancorp ,PBIB,Sandler O'Neill/Keefe Bruyette & Woods,24.0,24.25,23.0,-4.17,0.25,-1.0,3,Missed,-1.25,-5.154639175257731
2006-09-21,CommVault Systems ,CVLT,Credit Suisse/Goldman Sachs,14.5,16.0,17.0,17.24,1.5,2.5,2,,1.0,6.25
2006-09-21,DivX ,DIVX,JPMorgan,16.0,19.5,18.7,16.88,3.5,2.7,4,,-0.7999999999999998,-4.102564102564102
2006-09-25,Mindray Medical International ,MR,Goldman Sachs (Asia)/UBS Investment Bank,13.5,16.0,17.72,31.26,2.5,4.22,3,,1.7199999999999998,10.749999999999998
2006-09-26,EV Energy Partners L.P. ,EVEP,AG Edwards/Raymond James,20.0,20.1,19.79,-1.05,0.1,-0.21,1,,-0.31,-1.5422885572139302
2006-09-27,CBRE Realty Finance ,CBF,Credit Suisse/Deutsche Bank/Citibank/Wachovia,14.5,14.5,15.0,3.45,0.0,0.5,1,,0.5,3.4482758620689653
2006-09-27,ICF International ,ICFI,UBS Investment Bank/Stifel Nicolaus,12.0,12.0,12.25,2.08,0.0,0.25,1,,0.25,2.083333333333333
2006-09-28,Shutterfly ,SFLY,JPMorgan,15.0,15.5,15.55,3.67,0.5,0.55,2,,0.050000000000000044,0.32258064516129065
2006-09-28,Bare Escentuals ,BARE,Goldman Sachs/CIBC World Markets,22.0,28.0,27.15,23.41,6.0,5.15,3,,-0.8499999999999996,-3.0357142857142843
2006-09-28,Omni Financial Services ,OFSI,Sandler O'Neill/Keeye Bruyette & Woods,9.5,10.0,10.49,10.42,0.5,0.99,1,,0.49,4.9
2006-10-03,Rhapsody Acquisition ,RPSDU,EarlyBirdCapital ,8.0,8.03,8.13,1.63,0.03,0.13,1,,0.1,1.2453300124533002
2006-10-03,BreitBurn Energy Partners L.P. ,BBEP,RBC Capital Markets/Citigroup,18.5,18.2,18.21,-1.57,-0.3,-0.29,1,,0.010000000000000009,0.054945054945055
2006-10-05,Danaos ,DAC,Merrill Lynch/Citigroup,21.0,21.0,20.85,-0.71,0.0,-0.15,2,Missed,-0.15,-0.7142857142857143
2006-10-11,Fortissimo Acquisition ,FSMOU,EarlyBirdCapital,6.0,6.03,5.84,-2.67,0.03,-0.16,1,,-0.19,-3.150912106135987
2006-10-12,Acme Packet ,APKT,Goldman Sachs/Credit Suisse,9.5,14.0,15.91,67.47,4.5,6.41,3,,1.9100000000000001,13.642857142857142
2006-10-12,SAIC ,SAI,Morgan Stanley/Bear Stearns,15.0,17.0,18.18,21.2,2.0,3.18,3,,1.1800000000000002,6.941176470588236
2006-10-12,Ultrapetrol (Bahamas) Limited ,ULTR,UBS Investment Bank/Bear Stearns,11.0,11.0,10.54,-4.18,0.0,-0.46,1,,-0.46,-4.181818181818182
2006-10-12,eHealth ,EHTH,Morgan Stanley/Merrill Lynch,14.0,25.0,22.9,63.57,11.0,8.9,3,,-2.0999999999999996,-8.399999999999999
2006-10-16,"Universal Compression Partnership, L.P. ",UCLP,Merrill Lynch/Lehman Brothers,21.0,22.5,22.53,7.29,1.5,1.53,1,Missed,0.030000000000000027,0.13333333333333347
2006-10-17,Stanley ,SXE,Citigroup/Wachovia,13.0,16.5,15.5,19.23,3.5,2.5,3,,-1.0,-6.0606060606060606
2006-10-17,Trubion Pharmaceuticals ,TRBN,Morgan Stanley,13.0,13.0,13.09,0.69,0.0,0.09,1,,0.09,0.6923076923076923
2006-10-17,First Mercury Financial ,FMR,JPMorgan/Keefe Bruyette Woods,17.0,19.0,19.5,14.71,2.0,2.5,2,,0.5,2.631578947368421
2006-10-18,Granahan McCourt Acquisition ,GHN-U,Deutsche Bank,8.0,8.0,8.0,0.0,0.0,0.0,1,,0.0,0.0
2006-10-18,Ivivi Technologies ,II,Maxim Group,6.0,6.0,6.07,1.17,0.0,0.07,1,,0.07,1.1666666666666667
2006-10-18,Susser Holdings ,SUSS,Merrill Lynch,16.5,17.1,18.0,9.09,0.6,1.5,3,,0.9,5.263157894736842
2006-10-18,LeMaitre Vascular ,LMAT,Goldman Sachs,7.0,6.5,6.2,-11.43,-0.5,-0.8,1,,-0.30000000000000004,-4.615384615384617
2006-10-19,ExlService Holdings ,EXLS,Citigroup/Goldman Sachs,13.5,15.95,18.84,39.56,2.45,5.34,3,,2.8899999999999997,18.11912225705329
2006-10-23,Douglas Emmett ,DEI,Lehman Brothers/Merrill Lynch/Citigroup,21.0,23.75,23.65,12.62,2.75,2.65,3,,-0.10000000000000009,-0.4210526315789477
2006-10-24,Eagle Rock Energy L.P. ,EROC,UBS Investment Bank/Lehman Brothers/Goldman Sachs,19.0,18.0,18.0,-5.26,-1.0,-1.0,2,Missed,0.0,0.0
2006-10-24,Cadence Pharmaceuticals ,CADX,Merrill Lynch,9.0,9.0,9.4,4.44,0.0,0.4,1,,0.4,4.444444444444445
2006-10-24,GateHouse Media ,GHS,Goldman Sachs/Wachovia,18.0,21.6,21.17,17.61,3.6,3.17,2,,-0.43000000000000016,-1.9907407407407411
2006-10-25,Achillion Pharmaceuticals ,ACHN,Cowen/CIBC World Markets,11.5,11.6,12.39,7.74,0.1,0.89,1,,0.79,6.810344827586208
2006-10-25,Home Inns & Hotel Management ,HMIN,Credit Suisse/Merrill Lynch,13.8,22.0,22.5,63.04,8.2,8.7,3,,0.5,2.272727272727273
2006-10-26,Optium ,OPTM,Morgan Stanley/Credit Suisse,17.5,21.25,19.6,12.0,3.75,2.1,2,,-1.65,-7.76470588235294
2006-10-31,RRSat Global Communications Netwrok ,RRST,CIBC World Markets/Thomas Weisel Partners,12.5,14.02,15.03,20.24,1.52,2.53,1,Missed,1.0099999999999998,7.203994293865905
2006-10-31,Southern National Bancorp of Virginia ,SONA,FIG Partners,14.0,15.5,16.35,16.79,1.5,2.35,2,,0.8500000000000001,5.483870967741936
2006-11-01,Globalstar ,GSAT,Wachovia/JPMorgan,17.0,17.01,17.52,3.06,0.01,0.52,2,,0.51,2.9982363315696645
2006-11-02,Innophos Holdings ,IPHS,Credit Suisse/Bear Stearns,12.0,12.0,12.07,0.58,0.0,0.07,1,,0.07,0.5833333333333334
2006-11-02,ORBCOMM,ORBC,UBS Investment Bank/Morgan Stanley,11.0,11.0,7.75,-29.55,0.0,-3.25,1,,-3.25,-29.545454545454547
2006-11-07,Catalyst Pharmaceutical Partners ,CPRX,First Albany,6.0,6.0,6.1,1.67,0.0,0.1,1,,0.1,1.6666666666666667
2006-11-08,Canadian Solar ,CSIQ,Deutsche Bank/Lehman Brothers,15.0,15.52,15.63,4.2,0.52,0.63,3,Missed,0.10999999999999999,0.7087628865979381
2006-11-08,OneBeacon Insurance Group ,OB,Lehman Brothers,25.0,26.0,26.01,4.04,1.0,1.01,3,,0.010000000000000009,0.03846153846153849
2006-11-08,KBW ,KBW,Keefe Bruyette & Woods/Merrill Lynch,21.0,26.0,26.83,27.76,5.0,5.83,3,,0.8300000000000001,3.192307692307693
2006-11-08,Physicians Formula Holdings ,FACE,Deutsche Bank/Citigroup,17.0,20.0,19.72,16.0,3.0,2.72,2,,-0.2799999999999998,-1.399999999999999
2006-11-09,ACA Capital Holdings ,ACA,Credit Suisse/JPMorgan/Bear Stearns,13.0,13.0,12.85,-1.15,0.0,-0.15,1,,-0.15,-1.1538461538461537
2006-11-09,Thermage ,THRM,Merrill Lynch,7.0,7.0,6.75,-3.57,0.0,-0.25,1,,-0.25,-3.571428571428571
2006-11-09,Capella Education ,CPLA,Credit Suisse ,20.0,25.0,25.11,25.55,5.0,5.11,3,,0.11000000000000032,0.4400000000000012
2006-11-09,Metabolix ,MBLX,Piper Jaffray,14.0,14.25,15.52,10.86,0.25,1.52,1,,1.27,8.912280701754387
2006-11-14,Constellation Energy Partners LLC ,CEP,Citigroup/Lehman Brothers,21.0,21.75,21.95,4.52,0.75,0.95,2,,0.19999999999999996,0.9195402298850572
2006-11-14,Emergent BioSolutions ,EBS,JPMorgan,12.5,12.5,11.7,-6.4,0.0,-0.8,1,,-0.8,-6.4
2006-11-15,Hansen Medical ,HNSN,Morgan Stanley/JPMorgan,12.0,12.0,12.2,1.67,0.0,0.2,2,Missed,0.2,1.6666666666666667
2006-11-15,Allot Communications ,ALLT,Lehman Brothers/Deutsche Bank,12.0,14.5,13.81,15.08,2.5,1.81,3,,-0.69,-4.758620689655172
2006-11-15,Hertz Global Holdings ,HTZ,Goldman Sachs/Lehman Brothers/Merrill Lynch,15.0,15.0,15.72,4.8,0.0,0.72,1,,0.72,4.8
2006-11-15,KBR ,KBR,Credit Suisse/Goldman Sachs/UBS Investment Bank,17.0,21.0,20.75,22.06,4.0,3.75,2,,-0.25,-1.1904761904761905
2006-11-16,Venoco ,VQ,Credit Suisse/Lehman Brothers/JPMorgan,17.0,17.0,17.0,0.0,0.0,0.0,1,,0.0,0.0
2006-11-16,First Solar ,FSLR,Credit Suisse/Morgan Stanley,20.0,24.5,24.74,23.7,4.5,4.74,3,,0.2400000000000002,0.9795918367346947
2006-11-16,NYMEX Holdings ,NMX,JPMorgan/Merrill Lynch,59.0,120.0,132.99,125.41,61.0,73.99,4,,12.989999999999995,10.824999999999996
2006-11-20,AerCap Holdings N.V. ,AER,Morgan Stanley,23.0,25.0,23.02,0.09,2.0,0.02,3,,-1.98,-7.919999999999999
2006-11-20,Willdan Group ,WLDN,Wedbush Morgan Securities,10.0,10.11,10.56,5.6,0.11,0.56,1,,0.45000000000000007,4.451038575667657
2006-11-20,Spirit AeroSystems Holdings ,SPR,Credit Suisse/Goldman Sachs/Morgan Stanley,26.0,27.55,27.48,5.69,1.55,1.48,2,,-0.07000000000000006,-0.25408348457350294
2006-11-21,North American Energy Partners ,NOA,Credit Suisse/UBS Investment Bank/Jefferies,16.0,15.5,16.1,0.63,-0.5,0.1,1,,0.6,3.870967741935484
2006-11-27,Wireless Ronin Technologies ,RNIN,Feltl and Company,4.0,4.36,4.58,14.5,0.36,0.58,1,,0.21999999999999997,5.045871559633026
2006-11-28,Grupo Aeroportuario del Centro Norte ,OMAB,Citigroup,18.0,22.0,20.85,15.83,4.0,2.85,3,,-1.15,-5.227272727272727
2006-11-29,Netlist ,NLST,Thomas Weisel Partners,7.0,7.5,8.1,15.71,0.5,1.1,2,,0.6000000000000001,8.000000000000002
2006-12-04,Penn Virginia GP Holdings ,PVG,Lehman Brothers/UBS Investment Bank,18.5,18.55,18.0,-2.7,0.05,-0.5,1,,-0.55,-2.964959568733154
2006-12-06,Smart Move ,MVU-U,Newbridge Securities/I-Bankers,5.0,5.15,5.05,1.0,0.15,0.05,1,,-0.09999999999999999,-1.9417475728155338
2006-12-07,Heelys ,HLYS,Bear Stearns/Wachovia,21.0,30.3,32.6,55.24,9.3,11.6,4,,2.299999999999999,7.590759075907587
2006-12-07,Aegean Marine Petroleum Network ,ANW,Bear Streans,14.0,15.0,16.02,14.43,1.0,2.02,2,,1.02,6.800000000000001
2006-12-07,Allegiant Travel ,ALGT,Merrill Lynch,18.0,24.0,25.1,39.44,6.0,7.1,3,,1.0999999999999996,4.583333333333331
2006-12-12,Atlas Energy Resources LLC ,ATN,UBS Investment Bank/Wachovia/AG Edwards,21.0,21.86,22.1,5.24,0.86,1.1,2,,0.2400000000000001,1.0978956999085092
2006-12-12,DCT Industrial Trust ,DCT,Merrill Lynch/Wachovia,12.25,12.76,12.35,0.82,0.51,0.1,1,,-0.41000000000000003,-3.213166144200627
2006-12-12,Guidance Software ,GUID,Morgan Stanley/Lehman Brothers,11.5,13.0,15.18,32.0,1.5,3.68,1,,2.18,16.76923076923077
2006-12-12,IPG Photonics ,IPGP,Merrill Lynch/Lehman Brothers,16.5,25.0,25.6,55.15,8.5,9.1,3,,0.5999999999999996,2.3999999999999986
2006-12-13,Cal Dive International ,DVR,Banc of America/JPMorgan,13.0,12.75,12.35,-5.0,-0.25,-0.65,1,,-0.4,-3.1372549019607843
2006-12-13,Genesis Lease Limited ,GLS,Citigroup/JPMorgan,23.0,24.4,23.65,2.83,1.4,0.65,2,,-0.7499999999999999,-3.073770491803278
2006-12-13,MEDecision ,MEDE,Cowen/CIBC World Markets,21.0,21.86,22.1,5.24,0.86,1.1,1,,0.2400000000000001,1.0978956999085092
2006-12-13,NewStar Financial ,NEWS,Goldman Sachs/Morgan Stanley/Citigroup/Wachovia,17.0,19.0,17.71,4.18,2.0,0.71,2,,-1.29,-6.789473684210527
2006-12-13,Obagi Medical Products ,OMPI,JPMorgan,11.0,11.05,10.05,-8.64,0.05,-0.95,1,,-1.0,-9.049773755656108
2006-12-13,Teekay Offshore Partners L.P. ,TOO,Citigroup/Merrill Lynch,21.0,25.0,25.0,19.05,4.0,4.0,2,,0.0,0.0
2006-12-13,WSB Financial Group ,WSFG,D.A. Davidson,16.5,20.0,18.7,13.33,3.5,2.2,2,,-1.2999999999999998,-6.499999999999999
2006-12-14,Pantheon China Acquisition ,PCQCU,EarlyBirdCapital/Legand Merchant Group,6.0,6.1,6.23,3.83,0.1,0.23,1,,0.13,2.1311475409836067
2006-12-14,Altra Holdings ,AIMC,Merrill Lynch,13.5,13.5,14.29,5.85,0.0,0.79,1,,0.79,5.851851851851852
2006-12-14,Carrols Restaurant Group ,TAST,Wachovia/Banc of America,13.0,13.75,15.2,16.92,0.75,2.2,1,,1.4500000000000002,10.545454545454547
2006-12-14,US BioEnergy ,USBE,UBS Investment Bank/Piper Jaffray,14.0,14.25,15.4,10.0,0.25,1.4,1,,1.15,8.07017543859649
2006-12-14,Affymax ,AFFY,Morgan Stanley,25.0,30.0,33.88,35.52,5.0,8.88,2,,3.880000000000001,12.933333333333335
2006-12-14,Double-Take Software ,DBTK,Cowen/Thomas Weisel Partners,11.0,13.5,12.66,15.09,2.5,1.66,2,,-0.8400000000000001,-6.222222222222222
2006-12-14,Isilon Systems ,ISLN,Morgan Stanley/Merrill Lynch,13.0,25.0,23.1,77.69,12.0,10.1,3,,-1.9000000000000004,-7.600000000000001
2006-12-18,Middle Kingdom Alliance ,MKGBU,I-Baners/Newbridge Securities,8.0,8.0,8.0,0.0,0.0,0.0,1,,0.0,0.0
2006-12-18,Restaurant Acquisition Partners ,RAPIU,Capital Growth Financial,6.0,6.0,6.0,0.0,0.0,0.0,1,,0.0,0.0
2006-12-18,Fuwei Films (Holdings) Co. Ltd. ,FFHL,Maxim Group,8.28,8.51,11.08,33.82,0.23,2.8,1,,2.57,30.19976498237368
2006-12-18,Melco PBL Entertainment (Macau) Ltd ,MPEL,Credit Suisse/Citigroup/UBS Investment Trust,19.0,22.0,21.55,13.42,3.0,2.55,4,,-0.4500000000000002,-2.0454545454545463
2006-12-18,Trina Solar Limited ,TSL,Merrill Lynch,18.5,26.0,20.28,9.62,7.5,1.78,3,,-5.72,-22.0
2006-12-18,Claymont Steel Holdings ,PLTE,Jefferies,17.0,18.0,18.44,8.47,1.0,1.44,2,,0.43999999999999995,2.444444444444444
2006-12-19,Solarfun Power Holdings ,SOLF,Goldman Sachs (Asia),12.5,12.5,9.96,-20.32,0.0,-2.54,3,Missed,-2.54,-20.32
2006-12-19,Transforma Acquisition Group ,TAQ-U,Banc of America/CRT Capital Group,8.0,7.95,7.94,-0.75,-0.05,-0.06,1,,-0.009999999999999995,-0.1257861635220125
2006-12-19,Artes Medical ,ARTE,Cowen/Lazard Capital Markets,6.0,6.7,7.67,27.83,0.7,1.67,1,,0.97,14.477611940298507
